"","partcipantId","teamId","participantId","win","item0","item1","item2","item3","item4","item5","item6","kills","deaths","assists","largestKillingSpree","largestMultiKill","killingSprees","longestTimeSpentLiving","doubleKills","tripleKills","quadraKills","pentaKills","unrealKills","totalDamageDealt","magicDamageDealt","physicalDamageDealt","trueDamageDealt","largestCriticalStrike","totalDamageDealtToChampions","magicDamageDealtToChampions","physicalDamageDealtToChampions","trueDamageDealtToChampions","totalHeal","totalUnitsHealed","damageSelfMitigated","damageDealtToObjectives","damageDealtToTurrets","visionScore","timeCCingOthers","totalDamageTaken","magicalDamageTaken","physicalDamageTaken","trueDamageTaken","goldEarned","goldSpent","turretKills","inhibitorKills","totalMinionsKilled","neutralMinionsKilled","neutralMinionsKilledTeamJungle","neutralMinionsKilledEnemyJungle","totalTimeCrowdControlDealt","champLevel","visionWardsBoughtInGame","sightWardsBoughtInGame","wardsPlaced","wardsKilled","firstBloodKill","firstBloodAssist","firstTowerKill","firstTowerAssist","firstInhibitorKill","firstInhibitorAssist","combatPlayerScore","objectivePlayerScore","totalPlayerScore","totalScoreRank","playerScore0","playerScore1","playerScore2","playerScore3","playerScore4","playerScore5","playerScore6","playerScore7","playerScore8","playerScore9","platformId","accountId","summonerName","summonerId","currentPlatformId","currentAccountId","matchHistoryUri","profileIcon","duration"
"33403478088",9,200,9,TRUE,3153,2031,3047,1419,3071,1036,3340,10,5,5,4,3,3,653,2,2,0,0,0,152519,1401,134356,16761,0,15468,127,12702,2639,5816,1,14039,11156,4687,22,4,21227,6559,14278,389,12915,10625,2,0,37,78,48,8,636,15,0,0,11,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"EUW1",22097426,"DcTrusk",19381953,"EUW1",22097426,"/v1/stats/player_history/EUW1/22097426",979,1816
"33403478089",10,200,10,TRUE,1058,3135,3157,3146,3020,0,3364,14,4,7,7,2,2,671,2,0,0,0,0,150052,137953,11065,1034,0,27585,25024,1700,860,6608,1,10064,4708,4708,21,3,19527,9234,8915,1377,14130,12700,3,0,210,2,0,2,42,16,2,0,9,2,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"EUW1",37719122,"Dranoxia",34240746,"EUW1",37719122,"/v1/stats/player_history/EUW1/37719122",1232,1816
"33403258290",1,100,1,FALSE,1082,3100,3152,1056,1029,3047,3340,3,6,2,0,1,0,811,0,0,0,0,0,124857,103729,20319,808,0,11545,9963,1460,122,2542,1,10824,8045,8045,5,9,18135,3618,14250,266,9352,8135,2,0,182,0,0,0,272,13,1,0,4,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"EUW1",23638256,"ƒishy",20475913,"EUW1",23638256,"/v1/stats/player_history/EUW1/23638256",542,1479
"33403258291",2,100,2,FALSE,2031,1408,3047,3742,1028,1036,3364,3,8,3,2,2,1,318,1,0,0,0,0,82196,19792,55455,6948,0,6670,1793,4829,48,4414,1,15672,404,81,15,13,22208,3057,18336,814,8043,7750,1,0,26,62,44,1,697,12,3,0,9,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"EUW1",24262849,"IS16cf3406f6db05",20915324,"EUW1",24262849,"/v1/stats/player_history/EUW1/24262849",3015,1479
"33403258292",3,100,3,FALSE,3097,3117,3109,0,1029,2049,3364,0,5,5,0,0,0,383,0,0,0,0,0,14191,7864,4470,1856,0,5319,4043,1276,0,837,3,13675,2450,161,45,41,13974,2999,10596,378,5817,5725,0,0,28,0,0,0,126,10,3,0,20,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"EUW1",203643155,"Ryack",44904586,"EUW1",203643155,"/v1/stats/player_history/EUW1/203643155",936,1479
"33403258293",4,100,4,FALSE,1055,3085,3031,2010,1001,1029,3340,1,5,5,0,1,0,483,0,0,0,0,0,63982,0,59475,4506,440,6555,0,4805,1750,2653,3,4070,793,793,8,13,11616,2762,8402,450,8001,7300,0,0,143,4,2,0,201,12,0,0,7,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"EUW1",201314197,"Superpsy2",42165398,"EUW1",201314197,"/v1/stats/player_history/EUW1/201314197",3017,1479
"33403258294",5,100,5,FALSE,1054,3071,3047,2055,1031,1011,3340,2,4,1,0,1,0,694,0,0,0,0,0,53416,2705,50711,0,208,8854,728,8125,0,515,1,7418,2611,1956,17,24,14405,3084,10784,537,7411,6650,1,0,104,0,0,0,332,11,2,0,8,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"EUW1",202441169,"C I D Archer",43979453,"EUW1",202441169,"/v1/stats/player_history/EUW1/202441169",920,1479
"33403258295",6,200,6,TRUE,1055,3508,3006,3046,1036,1036,3340,6,1,15,4,1,2,991,0,0,0,0,0,101117,704,96652,3760,453,14600,301,14292,7,3274,3,4870,21522,9157,16,1,8942,2596,6032,314,10482,8375,3,2,119,7,6,0,8,12,1,0,9,3,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"EUW1",41808027,"RKS MC One",39619524,"EUW1",41808027,"/v1/stats/player_history/EUW1/41808027",3020,1479
"33403258296",7,200,7,TRUE,3105,3504,3107,2049,1001,0,3364,0,3,22,0,0,0,629,0,0,0,0,0,194107,6480,3530,184096,0,5839,3650,1214,974,5795,12,6846,4849,1607,32,39,11705,3704,7555,445,8129,7250,1,0,5,38,22,10,113,13,2,0,14,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"EUW1",28537998,"Kazeel",24136128,"EUW1",28537998,"/v1/stats/player_history/EUW1/28537998",3014,1479
"33403258297",8,200,8,TRUE,3142,3036,3147,3117,3134,1038,3340,15,3,5,9,3,3,965,3,2,0,0,0,188309,1298,182203,4807,742,24077,246,22759,1071,1776,1,8459,13474,8280,12,5,14342,3702,10085,555,15358,13100,3,0,268,3,2,0,425,16,0,0,8,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"EUW1",35512027,"Mashu",31860960,"EUW1",35512027,"/v1/stats/player_history/EUW1/35512027",24,1479
"33403258298",9,200,9,TRUE,3047,2031,3068,3075,3067,0,3340,6,0,13,6,1,1,0,0,0,0,0,0,72301,39930,25751,6619,32,10520,5084,5042,394,941,1,28290,11334,2379,8,41,13246,3270,9644,332,9772,7850,0,0,99,16,8,0,401,13,0,0,7,0,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"EUW1",228247387,"RKS Reidoz",87978165,"EUW1",228247387,"/v1/stats/player_history/EUW1/228247387",3015,1479
"33403258299",10,200,10,TRUE,2302,3504,3117,3109,0,0,3340,1,2,19,0,1,0,973,0,0,0,0,0,20651,11329,7523,1798,0,7448,5510,1938,0,7275,5,12647,5141,942,21,40,13958,4347,9337,274,8620,7700,0,0,17,0,0,0,91,12,2,0,10,2,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"EUW1",42479102,"Unknown Kudo",40380583,"EUW1",42479102,"/v1/stats/player_history/EUW1/42479102",1107,1479
"33291467920",1,100,1,TRUE,1056,3165,1052,3020,2003,0,3340,2,6,6,0,1,0,373,0,0,0,0,0,61695,54153,7193,348,0,6591,6077,514,0,628,1,3228,2520,2520,6,14,10025,6427,3322,275,6948,5135,0,1,90,9,6,3,285,11,0,0,5,0,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"EUW1",29743291,"Vîrax",25282194,"EUW1",29743291,"/v1/stats/player_history/EUW1/29743291",1665,1258
"33291467921",2,100,2,TRUE,1400,2031,3047,3071,0,0,3340,5,6,13,2,1,2,344,0,0,0,0,0,93309,716,85648,6945,0,10656,0,10048,608,5185,1,10701,4547,2228,10,13,19050,6540,11947,562,8755,6875,0,0,29,63,45,1,339,12,0,0,8,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"EUW1",29068148,"LeerooooyJenkins",24588388,"EUW1",29068148,"/v1/stats/player_history/EUW1/29068148",750,1258
"33291467922",3,100,3,TRUE,3006,1055,3087,0,3031,3094,3363,16,2,4,9,3,2,861,5,1,0,0,0,83472,20354,61196,1920,454,17778,2006,15663,108,3373,3,5537,11703,3127,10,4,12146,3773,8155,218,11686,10525,1,0,130,4,0,1,156,12,1,0,6,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"EUW1",31611867,"Shut úp Mimsy",27798449,"EUW1",31611867,"/v1/stats/player_history/EUW1/31611867",2095,1258
"33291467923",4,100,4,TRUE,3151,2033,3165,3020,1056,0,3340,10,3,1,5,3,3,640,4,1,0,0,0,69641,49301,17838,2501,0,15859,12977,1676,1206,685,1,4810,5024,5024,13,24,9649,2185,7357,106,9717,8175,2,0,127,2,1,1,445,13,1,0,4,2,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"EUW1",29182197,"ErsterWeltCrank",24681506,"EUW1",29182197,"/v1/stats/player_history/EUW1/29182197",988,1258
"33291467924",5,100,5,TRUE,3109,3401,2049,3114,3009,0,3364,1,1,19,0,1,0,827,0,0,0,0,0,25306,9639,10205,5461,0,6538,4234,2304,0,5471,5,12041,4129,1775,20,30,10174,2835,7215,124,7734,7450,0,0,33,1,0,0,63,11,4,0,10,1,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"EUW1",40572991,"odusseus3",37970162,"EUW1",40572991,"/v1/stats/player_history/EUW1/40572991",2095,1258
"33291467925",6,200,6,FALSE,1056,3086,3142,2015,3047,0,3340,5,6,4,3,1,1,336,0,0,0,0,0,56703,4179,52523,0,375,10339,143,10196,0,1151,3,3615,621,530,5,11,9777,4600,5051,126,6907,6500,0,0,99,3,1,0,181,10,0,0,4,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"EUW1",41808027,"RKS MC One",39619524,"EUW1",41808027,"/v1/stats/player_history/EUW1/41808027",3013,1258
"33291467926",7,200,7,FALSE,3401,3111,1006,1028,2055,0,3340,1,6,10,0,1,0,400,0,0,0,0,0,12400,4596,3966,3837,0,3458,2611,847,0,1949,5,10784,0,0,11,23,15712,4932,10490,290,5101,4350,0,0,23,0,0,0,197,9,2,0,5,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"EUW1",34795450,"Zaphen",30978676,"EUW1",34795450,"/v1/stats/player_history/EUW1/34795450",1382,1258
"33291467927",8,200,8,FALSE,1402,3157,1001,2031,0,0,3340,3,7,6,0,1,0,369,0,0,0,0,0,63880,52549,7295,4035,0,7964,7067,375,521,11659,1,8386,364,0,13,60,23690,7361,16263,66,6379,6050,0,0,24,41,24,0,322,10,1,0,9,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"EUW1",28537998,"Kazeel",24136128,"EUW1",28537998,"/v1/stats/player_history/EUW1/28537998",3014,1258
"33291467928",9,200,9,FALSE,1056,3165,1026,3020,1028,1052,3340,4,9,8,2,1,1,299,0,0,0,0,0,62045,51443,10063,538,0,12132,10163,1430,538,373,1,8063,550,455,9,15,13611,3903,9175,532,7148,6685,0,0,112,3,3,0,861,11,0,0,7,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"EUW1",35512027,"Mashu",31860960,"EUW1",35512027,"/v1/stats/player_history/EUW1/35512027",24,1258
"33291467929",10,200,10,FALSE,3111,2033,3156,1028,1029,1029,3340,5,6,7,2,1,2,525,0,0,0,0,0,38855,4324,33513,1018,0,8128,1449,6453,226,296,1,14265,0,0,10,17,14788,6781,7099,908,6744,5850,0,0,71,7,6,0,363,10,0,0,6,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"EUW1",228247387,"RKS Reidoz",87978165,"EUW1",228247387,"/v1/stats/player_history/EUW1/228247387",3015,1258
"33264393860",1,100,1,FALSE,3301,3107,3117,2049,3504,3105,3364,0,9,12,0,0,0,501,0,0,0,0,0,11610,10060,1550,0,0,2942,2314,628,0,18808,5,6132,705,604,29,35,16972,3144,13525,302,8157,8150,0,0,7,0,0,0,255,12,3,0,20,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"EUW1",220573626,"BlueeeMoon",71539761,"EUW1",220573626,"/v1/stats/player_history/EUW1/220573626",3017,1785
"33264393861",2,100,2,FALSE,1055,3031,3087,3006,3094,3072,3363,13,7,1,6,2,3,804,3,0,0,0,0,201276,69278,131654,344,676,28873,5964,22816,92,2623,2,12194,16797,6402,20,3,28578,4346,23953,278,14759,13950,3,0,234,27,16,0,97,15,0,0,7,2,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"EUW1",211890430,"wtfiskite",60747886,"EUW1",211890430,"/v1/stats/player_history/EUW1/211890430",1459,1785
"33264393862",3,100,3,FALSE,3047,1409,3748,3144,1043,0,3364,3,6,4,3,1,1,761,0,0,0,0,0,131350,39130,79972,12248,0,8956,4236,4306,414,13164,1,15275,9989,1344,37,21,33388,6066,26468,852,10153,9600,1,0,40,85,41,19,581,13,0,0,16,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"EUW1",31279846,"DnuKnO",27488700,"EUW1",31279846,"/v1/stats/player_history/EUW1/31279846",539,1785
"33264393863",4,100,4,FALSE,3078,3047,1029,1029,3153,0,3364,0,7,5,0,0,0,402,0,0,0,0,0,88591,2270,76959,9360,0,12646,1928,8421,2295,8820,1,20815,2106,1949,9,24,32199,5136,26377,685,9351,9408,0,0,164,3,0,1,49,13,1,0,4,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"EUN1",33767908,"Noorden",33696811,"EUW1",37128480,"/v1/stats/player_history/EUN1/33767908",660,1785
"33264393864",5,100,5,FALSE,3026,3117,3142,0,3147,0,3363,4,6,3,4,2,1,892,1,0,0,0,0,93604,5424,84439,3740,0,12170,1600,10278,292,692,1,8335,9630,2233,20,6,17501,1916,15336,248,9641,9800,1,0,154,0,0,0,128,13,2,0,12,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"EUW1",26304565,"SapIing",22420126,"EUW1",26304565,"/v1/stats/player_history/EUW1/26304565",3015,1785
"33264393865",6,200,6,TRUE,3087,3508,3006,3035,1036,0,3340,2,5,8,2,1,1,660,0,0,0,0,0,124536,6786,117661,88,403,16623,1184,15351,88,4243,4,7998,6880,4067,12,0,14597,3961,10358,278,10728,9250,1,1,196,1,1,0,7,14,0,0,8,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"EUW1",41808027,"RKS MC One",39619524,"EUW1",41808027,"/v1/stats/player_history/EUW1/41808027",3013,1785
"33264393866",7,200,7,TRUE,3190,2049,3107,2053,3047,3504,3340,2,4,23,0,1,0,803,0,0,0,0,0,210304,13468,7462,189373,0,7485,5327,1325,833,6843,6,13702,7481,1964,47,43,16409,3068,12871,470,10796,10200,2,0,20,40,32,1,102,15,4,0,24,4,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"EUW1",28537998,"Kazeel",24136128,"EUW1",28537998,"/v1/stats/player_history/EUW1/28537998",3014,1785
"33264393867",8,200,8,TRUE,3401,2049,3117,3504,3109,0,3364,3,4,20,2,1,1,357,0,0,0,0,0,34404,14765,10629,9009,0,8420,5442,2963,14,12765,5,23500,4903,1992,40,31,12296,2462,9642,191,10309,8850,0,0,51,1,0,1,101,14,2,0,20,3,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"EUW1",205564003,"RKS FlashD",48910863,"EUW1",205564003,"/v1/stats/player_history/EUW1/205564003",1637,1785
"33264393868",9,200,9,TRUE,3142,3814,3147,3047,3033,3026,3340,24,4,8,12,3,3,945,4,1,0,0,0,184509,2701,179292,2516,889,49234,1068,46734,1432,5502,1,20634,13140,7959,37,9,24773,4760,18874,1137,18367,17175,3,0,225,7,4,3,346,17,1,0,13,4,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"EUW1",35512027,"Mashu",31860960,"EUW1",35512027,"/v1/stats/player_history/EUW1/35512027",24,1785
"33264393869",10,200,10,TRUE,1054,3748,3047,3068,3076,1028,3340,4,3,10,3,1,1,965,0,0,0,0,0,85456,15518,68658,1279,13,14479,5243,9235,0,1454,1,21806,8068,2904,13,33,16725,3726,11981,1017,10580,9600,2,1,143,6,6,0,182,15,0,0,9,1,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"EUW1",228247387,"RKS Reidoz",87978165,"EUW1",228247387,"/v1/stats/player_history/EUW1/228247387",3015,1785
"33263735270",1,100,1,TRUE,3157,3027,3070,3020,1056,2010,3363,4,1,15,4,2,1,602,1,0,0,0,0,102838,92369,8884,1584,0,13221,11606,1614,0,6826,3,4273,4084,1556,25,19,9634,4090,4950,593,10422,8300,1,1,164,1,1,0,374,15,2,0,13,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"EUW1",23724921,"AutoFiled Veigar",20532793,"EUW1",23724921,"/v1/stats/player_history/EUW1/23724921",3025,1695
"33263735271",2,100,2,TRUE,1400,2031,1001,3147,3812,0,3340,5,1,7,4,1,1,1311,0,0,0,0,0,172430,5613,156347,10470,0,14435,2302,11466,666,10438,1,12253,10270,4627,29,5,23711,4645,18124,942,11718,9775,0,0,60,104,66,2,449,15,2,0,13,5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"EUW1",38744065,"Yskat",35469616,"EUW1",38744065,"/v1/stats/player_history/EUW1/38744065",3015,1695
"33263735272",3,100,3,TRUE,3508,3111,3085,1037,0,0,3363,2,3,11,0,1,0,589,0,0,0,0,0,97747,0,97747,0,432,9550,0,9550,0,1061,2,3148,9884,5912,5,7,8050,3120,4712,217,9980,8125,1,0,160,9,1,0,7,13,0,0,4,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"EUW1",223459141,"waldhundi",77449490,"EUW1",223459141,"/v1/stats/player_history/EUW1/223459141",3017,1695
"33263735273",4,100,4,TRUE,1055,3046,3111,3031,3026,1053,3363,11,2,6,10,3,1,1260,2,1,0,0,0,184054,17554,165572,928,667,15666,1750,13788,128,686,1,15690,11100,6902,26,21,12642,2499,10103,40,13882,11250,2,0,213,34,11,12,240,16,2,0,13,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"EUW1",224945640,"paulredbull",80509050,"EUW1",224945640,"/v1/stats/player_history/EUW1/224945640",913,1695
"33263735274",5,100,5,TRUE,3092,2049,3020,3108,1052,3802,3341,3,5,8,3,1,1,654,0,0,0,0,0,33197,25261,3500,4435,0,15910,13162,781,1967,385,1,4667,4781,2178,49,30,12150,5512,6448,188,8780,6910,2,0,13,0,0,0,225,12,3,0,21,3,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"EUW1",25248251,"Skytos Winirion",21653819,"EUW1",25248251,"/v1/stats/player_history/EUW1/25248251",548,1695
"33263735275",6,200,6,FALSE,1056,3094,3142,3009,1038,0,3340,4,3,5,2,1,2,1311,0,0,0,0,0,99216,7367,91849,0,996,9861,164,9696,0,1866,2,4689,5184,1532,15,16,11369,4315,6590,464,9004,8200,1,0,161,0,0,0,231,12,0,0,9,3,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"EUW1",41808027,"RKS MC One",39619524,"EUW1",41808027,"/v1/stats/player_history/EUW1/41808027",3013,1695
"33263735276",7,200,7,FALSE,2053,0,3107,3504,3047,1039,3364,1,5,4,0,1,0,995,0,0,0,0,0,246261,8422,5761,232076,0,5778,2972,1293,1512,5408,1,13350,3255,52,32,31,17518,4305,11870,1343,7562,7125,0,0,26,46,40,2,147,12,3,0,11,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"EUW1",28537998,"Kazeel",24136128,"EUW1",28537998,"/v1/stats/player_history/EUW1/28537998",3014,1695
"33263735277",8,200,8,FALSE,3092,2049,3117,3024,1029,2055,3364,0,6,7,0,0,0,569,0,0,0,0,0,18608,14705,3903,0,0,4851,3724,1126,0,2991,4,7258,847,847,39,18,15637,8381,6905,351,6992,6875,0,0,21,0,0,0,165,11,5,0,17,4,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"EUW1",205564003,"RKS FlashD",48910863,"EUW1",205564003,"/v1/stats/player_history/EUW1/205564003",1637,1695
"33263735278",9,200,9,FALSE,3146,3100,3020,1056,1029,0,3340,5,7,2,5,2,1,588,1,0,0,0,0,102397,83737,17720,939,0,11036,9007,1825,203,3324,1,7705,1929,1589,22,13,18235,6570,11321,342,9253,9110,0,0,183,0,0,0,299,13,1,0,13,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"EUW1",35512027,"Mashu",31860960,"EUW1",35512027,"/v1/stats/player_history/EUW1/35512027",24,1695
"33263735279",10,200,10,FALSE,3075,3077,3047,3052,1029,1028,3340,2,4,1,0,1,0,456,0,0,0,0,0,49460,19952,29095,413,47,3892,2005,1870,15,1358,1,19728,0,0,13,20,16211,5631,10319,260,7563,7600,0,0,127,1,1,0,202,13,0,0,7,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"EUW1",228247387,"RKS Reidoz",87978165,"EUW1",228247387,"/v1/stats/player_history/EUW1/228247387",3015,1695
"33263247360",1,100,1,TRUE,1056,3009,3142,3094,3034,3035,3340,8,1,10,7,2,1,699,1,0,0,0,0,133439,10714,121444,1279,1310,11692,470,11221,0,2651,2,3942,20841,9053,14,23,7643,4233,3410,0,11869,9275,5,0,182,6,6,0,275,15,1,0,9,2,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"EUW1",41808027,"RKS MC One",39619524,"EUW1",41808027,"/v1/stats/player_history/EUW1/41808027",3013,1747
"33263247361",2,100,2,TRUE,0,2031,3107,3047,3504,3105,3364,4,2,18,3,1,1,660,0,0,0,0,0,310812,10558,8730,291523,0,6855,3790,1746,1317,8713,7,8261,9541,4286,37,40,9268,5319,3949,0,11105,7325,0,1,19,60,43,7,156,15,3,0,11,4,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"EUW1",28537998,"Kazeel",24136128,"EUW1",28537998,"/v1/stats/player_history/EUW1/28537998",3014,1747
"33263247362",3,100,3,TRUE,2045,3092,3117,3024,1029,2055,3364,1,2,17,0,1,0,727,0,0,0,0,0,27029,21083,5946,0,0,8553,7000,1552,0,3369,4,5456,6339,2735,47,28,10368,5408,4891,68,8761,6350,2,0,17,0,0,0,192,14,4,0,20,4,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"EUW1",205564003,"RKS FlashD",48910863,"EUW1",205564003,"/v1/stats/player_history/EUW1/205564003",1637,1747
"33263247363",4,100,4,TRUE,3142,3147,3117,3134,1038,3036,3340,22,5,12,14,2,2,846,4,0,0,0,0,178351,2181,173353,2816,1029,42361,523,40126,1712,5588,1,14254,6214,5343,29,13,25572,14231,10864,476,16143,12775,2,1,213,5,1,4,441,17,1,0,14,1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"EUW1",35512027,"Mashu",31860960,"EUW1",35512027,"/v1/stats/player_history/EUW1/35512027",24,1747
"33263247364",5,100,5,TRUE,3068,2031,3047,1054,3211,1033,3340,2,0,10,2,1,1,0,0,0,0,0,0,64441,39623,24818,0,0,5843,2838,3005,0,1270,1,21555,5219,2501,15,24,15465,8194,7087,182,9940,6375,0,0,143,1,0,0,130,15,1,0,12,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"EUW1",228247387,"RKS Reidoz",87978165,"EUW1",228247387,"/v1/stats/player_history/EUW1/228247387",3015,1747
"33263247365",6,200,6,FALSE,3143,3373,3047,2033,0,0,3340,3,5,1,0,1,0,804,0,0,0,0,0,88755,52275,36480,0,0,10849,7893,2955,0,292,1,30341,1794,497,18,40,19180,4011,14058,1110,9157,8550,0,0,182,1,1,0,677,14,2,0,12,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"EUW1",23724921,"AutoFiled Veigar",20532793,"EUW1",23724921,"/v1/stats/player_history/EUW1/23724921",3025,1747
"33263247366",7,200,7,FALSE,1055,1037,3042,3078,1053,3111,3340,3,7,1,2,1,1,729,0,0,0,0,0,108175,15880,92294,0,0,10105,2697,7408,0,1299,3,4448,2885,1549,18,0,15651,2105,13203,342,10150,9808,1,0,222,3,3,0,1,13,2,0,9,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"EUW1",38744065,"Yskat",35469616,"EUW1",38744065,"/v1/stats/player_history/EUW1/38744065",3015,1747
"33263247367",8,200,8,FALSE,3077,1416,3022,0,0,3047,3364,0,9,2,0,0,0,384,0,0,0,0,0,127340,59288,53639,14412,0,4851,2496,1628,726,6988,1,20610,27750,0,22,4,30731,5214,24901,615,8290,8325,1,0,14,94,58,7,384,12,2,0,6,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"EUW1",221587994,"Aurnionº",73086936,"EUW1",221587994,"/v1/stats/player_history/EUW1/221587994",1211,1747
"33263247368",9,200,9,FALSE,3157,3115,3020,1058,1026,0,3340,4,14,1,2,1,1,153,0,0,0,0,0,109299,94875,14423,0,0,14295,12931,1364,0,509,1,18462,3207,3207,10,4,22095,3649,17733,711,9937,9950,1,0,183,0,0,0,53,14,0,0,7,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"EUW1",38284635,"ColverOhio",35198819,"EUW1",38284635,"/v1/stats/player_history/EUW1/38284635",2095,1747
